23:37:02.023: Dealer 1: Auto 1 (Body: 1, Motor: 4, Accessory: 2)
00:29:10.869: Dealer 1: Auto 150 (Body: 481, Motor: 501, Accessory: 353)
00:29:10.869: Dealer 2: Auto 151 (Body: 483, Motor: 503, Accessory: 357)
00:29:11.875: Dealer 3: Auto 156 (Body: 496, Motor: 515, Accessory: 375)
00:29:11.875: Dealer 2: Auto 152 (Body: 485, Motor: 505, Accessory: 360)
00:29:11.878: Dealer 1: Auto 158 (Body: 500, Motor: 520, Accessory: 384)
00:29:11.898: Dealer 1: Auto 158 (Body: 500, Motor: 520, Accessory: 384)
00:29:11.898: Dealer 2: Auto 152 (Body: 485, Motor: 505, Accessory: 360)
00:29:11.898: Dealer 3: Auto 156 (Body: 496, Motor: 515, Accessory: 375)
00:29:12.904: Dealer 3: Auto 160 (Body: 504, Motor: 524, Accessory: 381)
00:29:12.904: Dealer 2: Auto 159 (Body: 502, Motor: 522, Accessory: 378)
00:29:12.904: Dealer 1: Auto 157 (Body: 498, Motor: 518, Accessory: 372)
00:29:12.915: Dealer 3: Auto 160 (Body: 504, Motor: 524, Accessory: 381)
00:29:12.917: Dealer 2: Auto 159 (Body: 502, Motor: 522, Accessory: 378)
00:29:12.919: Dealer 1: Auto 157 (Body: 498, Motor: 518, Accessory: 372)
00:29:13.921: Dealer 3: Auto 167 (Body: 521, Motor: 541, Accessory: 405)
00:29:13.921: Dealer 2: Auto 161 (Body: 506, Motor: 526, Accessory: 387)
00:29:13.921: Dealer 1: Auto 162 (Body: 508, Motor: 528, Accessory: 390)
00:29:13.948: Dealer 2: Auto 161 (Body: 506, Motor: 526, Accessory: 387)
00:29:13.948: Dealer 1: Auto 162 (Body: 508, Motor: 528, Accessory: 390)
00:29:13.948: Dealer 3: Auto 167 (Body: 521, Motor: 541, Accessory: 405)
00:29:14.954: Dealer 3: Auto 165 (Body: 517, Motor: 534, Accessory: 398)
00:29:14.956: Dealer 2: Auto 163 (Body: 510, Motor: 530, Accessory: 393)
00:29:14.956: Dealer 1: Auto 170 (Body: 527, Motor: 547, Accessory: 414)
00:29:14.969: Dealer 2: Auto 163 (Body: 510, Motor: 530, Accessory: 393)
00:29:14.969: Dealer 3: Auto 165 (Body: 517, Motor: 534, Accessory: 398)
00:29:14.970: Dealer 1: Auto 170 (Body: 527, Motor: 547, Accessory: 414)
00:29:15.976: Dealer 2: Auto 171 (Body: 529, Motor: 549, Accessory: 417)
00:29:15.976: Dealer 3: Auto 172 (Body: 533, Motor: 553, Accessory: 419)
00:29:15.976: Dealer 1: Auto 169 (Body: 525, Motor: 545, Accessory: 411)
00:29:16.005: Dealer 1: Auto 169 (Body: 525, Motor: 545, Accessory: 411)
00:29:16.005: Dealer 2: Auto 171 (Body: 529, Motor: 549, Accessory: 417)
00:29:16.005: Dealer 3: Auto 172 (Body: 533, Motor: 553, Accessory: 419)
00:29:17.015: Dealer 3: Auto 164 (Body: 514, Motor: 532, Accessory: 396)
00:29:17.011: Dealer 1: Auto 173 (Body: 531, Motor: 551, Accessory: 423)
00:29:17.015: Dealer 2: Auto 166 (Body: 519, Motor: 538, Accessory: 401)
00:29:17.049: Dealer 1: Auto 173 (Body: 531, Motor: 551, Accessory: 423)
00:29:17.049: Dealer 2: Auto 166 (Body: 519, Motor: 538, Accessory: 401)
00:29:17.049: Dealer 3: Auto 164 (Body: 514, Motor: 532, Accessory: 396)
00:29:18.055: Dealer 1: Auto 168 (Body: 523, Motor: 543, Accessory: 408)
00:29:18.057: Dealer 2: Auto 179 (Body: 548, Motor: 568, Accessory: 440)
00:29:18.055: Dealer 3: Auto 178 (Body: 546, Motor: 566, Accessory: 438)
00:29:18.063: Dealer 1: Auto 168 (Body: 523, Motor: 543, Accessory: 408)
00:29:18.064: Dealer 3: Auto 178 (Body: 546, Motor: 566, Accessory: 438)
00:29:18.063: Dealer 2: Auto 179 (Body: 548, Motor: 568, Accessory: 440)
00:29:19.069: Dealer 3: Auto 174 (Body: 542, Motor: 561, Accessory: 431)
00:29:19.069: Dealer 1: Auto 180 (Body: 550, Motor: 570, Accessory: 444)
00:29:19.069: Dealer 2: Auto 181 (Body: 552, Motor: 572, Accessory: 446)
00:29:19.081: Dealer 3: Auto 174 (Body: 542, Motor: 561, Accessory: 431)
00:29:19.081: Dealer 2: Auto 181 (Body: 552, Motor: 572, Accessory: 446)
00:29:19.081: Dealer 1: Auto 180 (Body: 550, Motor: 570, Accessory: 444)
00:29:20.109: Dealer 3: Auto 182 (Body: 554, Motor: 574, Accessory: 450)
00:29:20.184: Dealer 3: Auto 182 (Body: 554, Motor: 574, Accessory: 450)
00:29:20.215: Dealer 1: Auto 176 (Body: 540, Motor: 558, Accessory: 429)
00:29:20.223: Dealer 1: Auto 176 (Body: 540, Motor: 558, Accessory: 429)
00:29:20.220: Dealer 2: Auto 184 (Body: 560, Motor: 578, Accessory: 456)
00:29:20.290: Dealer 2: Auto 184 (Body: 560, Motor: 578, Accessory: 456)
00:29:21.200: Dealer 3: Auto 185 (Body: 563, Motor: 582, Accessory: 458)
00:29:21.222: Dealer 3: Auto 185 (Body: 563, Motor: 582, Accessory: 458)
00:29:21.227: Dealer 1: Auto 187 (Body: 567, Motor: 587, Accessory: 465)
00:29:21.231: Dealer 1: Auto 187 (Body: 567, Motor: 587, Accessory: 465)
00:29:21.339: Dealer 2: Auto 183 (Body: 557, Motor: 576, Accessory: 453)
00:29:21.358: Dealer 2: Auto 183 (Body: 557, Motor: 576, Accessory: 453)
00:29:22.236: Dealer 1: Auto 190 (Body: 573, Motor: 593, Accessory: 473)
00:29:22.288: Dealer 1: Auto 190 (Body: 573, Motor: 593, Accessory: 473)
00:29:22.236: Dealer 3: Auto 188 (Body: 569, Motor: 589, Accessory: 467)
00:29:22.290: Dealer 3: Auto 188 (Body: 569, Motor: 589, Accessory: 467)
00:29:22.368: Dealer 2: Auto 191 (Body: 575, Motor: 595, Accessory: 489)
00:29:22.380: Dealer 2: Auto 191 (Body: 575, Motor: 595, Accessory: 489)
00:29:23.294: Dealer 1: Auto 186 (Body: 565, Motor: 584, Accessory: 462)
00:29:23.294: Dealer 3: Auto 193 (Body: 580, Motor: 599, Accessory: 494)
00:29:23.373: Dealer 1: Auto 186 (Body: 565, Motor: 584, Accessory: 462)
00:29:23.371: Dealer 3: Auto 193 (Body: 580, Motor: 599, Accessory: 494)
00:29:23.392: Dealer 2: Auto 194 (Body: 583, Motor: 601, Accessory: 512)
00:29:23.413: Dealer 2: Auto 194 (Body: 583, Motor: 601, Accessory: 512)
00:29:24.380: Dealer 3: Auto 175 (Body: 537, Motor: 555, Accessory: 425)
00:29:24.380: Dealer 1: Auto 177 (Body: 544, Motor: 564, Accessory: 434)
00:29:24.397: Dealer 1: Auto 177 (Body: 544, Motor: 564, Accessory: 434)
00:29:24.397: Dealer 3: Auto 175 (Body: 537, Motor: 555, Accessory: 425)
00:29:24.419: Dealer 2: Auto 192 (Body: 577, Motor: 597, Accessory: 491)
00:29:24.425: Dealer 2: Auto 192 (Body: 577, Motor: 597, Accessory: 491)
00:29:25.404: Dealer 1: Auto 199 (Body: 594, Motor: 613, Accessory: 539)
00:29:25.404: Dealer 3: Auto 189 (Body: 571, Motor: 591, Accessory: 470)
00:29:25.419: Dealer 3: Auto 189 (Body: 571, Motor: 591, Accessory: 470)
00:29:25.419: Dealer 1: Auto 199 (Body: 594, Motor: 613, Accessory: 539)
00:29:25.426: Dealer 2: Auto 200 (Body: 596, Motor: 614, Accessory: 556)
00:29:25.433: Dealer 2: Auto 200 (Body: 596, Motor: 614, Accessory: 556)
00:29:26.424: Dealer 3: Auto 196 (Body: 588, Motor: 608, Accessory: 516)
00:29:26.422: Dealer 1: Auto 195 (Body: 586, Motor: 605, Accessory: 513)
00:29:26.431: Dealer 1: Auto 195 (Body: 586, Motor: 605, Accessory: 513)
00:29:26.431: Dealer 3: Auto 196 (Body: 588, Motor: 608, Accessory: 516)
00:29:26.436: Dealer 2: Auto 203 (Body: 604, Motor: 617, Accessory: 579)
00:29:26.439: Dealer 2: Auto 203 (Body: 604, Motor: 617, Accessory: 579)
00:29:27.440: Dealer 3: Auto 197 (Body: 590, Motor: 610, Accessory: 535)
00:29:27.440: Dealer 2: Auto 201 (Body: 598, Motor: 615, Accessory: 559)
00:29:27.440: Dealer 1: Auto 198 (Body: 592, Motor: 612, Accessory: 536)
00:29:27.462: Dealer 1: Auto 198 (Body: 592, Motor: 612, Accessory: 536)
00:29:27.463: Dealer 3: Auto 197 (Body: 590, Motor: 610, Accessory: 535)
00:29:27.462: Dealer 2: Auto 201 (Body: 598, Motor: 615, Accessory: 559)
00:29:28.471: Dealer 1: Auto 204 (Body: 606, Motor: 618, Accessory: 581)
00:29:28.468: Dealer 2: Auto 202 (Body: 600, Motor: 616, Accessory: 562)
00:29:28.471: Dealer 3: Auto 205 (Body: 609, Motor: 622, Accessory: 585)
00:29:28.490: Dealer 3: Auto 205 (Body: 609, Motor: 622, Accessory: 585)
00:29:28.490: Dealer 1: Auto 204 (Body: 606, Motor: 618, Accessory: 581)
00:29:28.490: Dealer 2: Auto 202 (Body: 600, Motor: 616, Accessory: 562)
00:29:29.504: Dealer 2: Auto 212 (Body: 638, Motor: 637, Accessory: 630)
00:29:29.502: Dealer 3: Auto 210 (Body: 632, Motor: 631, Accessory: 621)
00:29:29.504: Dealer 1: Auto 208 (Body: 623, Motor: 628, Accessory: 607)
00:29:29.523: Dealer 1: Auto 208 (Body: 623, Motor: 628, Accessory: 607)
00:29:29.522: Dealer 3: Auto 210 (Body: 632, Motor: 631, Accessory: 621)
00:29:29.522: Dealer 2: Auto 212 (Body: 638, Motor: 637, Accessory: 630)
00:29:30.526: Dealer 1: Auto 213 (Body: 640, Motor: 639, Accessory: 633)
00:29:30.529: Dealer 3: Auto 215 (Body: 646, Motor: 647, Accessory: 641)
00:29:30.531: Dealer 3: Auto 215 (Body: 646, Motor: 647, Accessory: 641)
00:29:30.526: Dealer 2: Auto 214 (Body: 643, Motor: 644, Accessory: 636)
00:29:30.532: Dealer 2: Auto 214 (Body: 643, Motor: 644, Accessory: 636)
00:29:30.531: Dealer 1: Auto 213 (Body: 640, Motor: 639, Accessory: 633)
00:29:31.538: Dealer 3: Auto 209 (Body: 626, Motor: 629, Accessory: 620)
00:29:31.538: Dealer 1: Auto 217 (Body: 653, Motor: 652, Accessory: 645)
00:29:31.539: Dealer 2: Auto 207 (Body: 619, Motor: 627, Accessory: 603)
00:29:31.543: Dealer 2: Auto 207 (Body: 619, Motor: 627, Accessory: 603)
00:29:31.543: Dealer 1: Auto 217 (Body: 653, Motor: 652, Accessory: 645)
00:29:31.543: Dealer 3: Auto 209 (Body: 626, Motor: 629, Accessory: 620)
00:29:32.551: Dealer 3: Auto 219 (Body: 657, Motor: 659, Accessory: 650)
00:29:32.551: Dealer 1: Auto 218 (Body: 656, Motor: 655, Accessory: 649)
00:29:32.551: Dealer 2: Auto 216 (Body: 651, Motor: 648, Accessory: 642)
00:29:32.608: Dealer 3: Auto 219 (Body: 657, Motor: 659, Accessory: 650)
00:29:32.608: Dealer 1: Auto 218 (Body: 656, Motor: 655, Accessory: 649)
00:29:32.609: Dealer 2: Auto 216 (Body: 651, Motor: 648, Accessory: 642)
00:29:33.616: Dealer 1: Auto 206 (Body: 611, Motor: 625, Accessory: 602)
00:29:33.625: Dealer 1: Auto 206 (Body: 611, Motor: 625, Accessory: 602)
00:29:33.616: Dealer 3: Auto 211 (Body: 635, Motor: 634, Accessory: 624)
00:29:33.626: Dealer 3: Auto 211 (Body: 635, Motor: 634, Accessory: 624)
00:29:33.616: Dealer 2: Auto 221 (Body: 664, Motor: 665, Accessory: 658)
00:29:33.631: Dealer 2: Auto 221 (Body: 664, Motor: 665, Accessory: 658)
00:29:34.628: Dealer 1: Auto 220 (Body: 662, Motor: 663, Accessory: 654)
00:29:34.631: Dealer 3: Auto 223 (Body: 673, Motor: 674, Accessory: 661)
00:29:34.633: Dealer 1: Auto 220 (Body: 662, Motor: 663, Accessory: 654)
00:29:34.634: Dealer 3: Auto 223 (Body: 673, Motor: 674, Accessory: 661)
00:29:34.636: Dealer 2: Auto 224 (Body: 671, Motor: 672, Accessory: 668)
00:29:34.639: Dealer 2: Auto 224 (Body: 671, Motor: 672, Accessory: 668)
00:29:35.640: Dealer 3: Auto 222 (Body: 666, Motor: 667, Accessory: 660)
00:29:35.640: Dealer 2: Auto 225 (Body: 678, Motor: 676, Accessory: 669)
00:29:35.640: Dealer 1: Auto 227 (Body: 683, Motor: 682, Accessory: 675)
00:29:35.665: Dealer 1: Auto 227 (Body: 683, Motor: 682, Accessory: 675)
00:29:35.665: Dealer 2: Auto 225 (Body: 678, Motor: 676, Accessory: 669)
00:29:35.665: Dealer 3: Auto 222 (Body: 666, Motor: 667, Accessory: 660)
00:29:36.671: Dealer 2: Auto 228 (Body: 685, Motor: 686, Accessory: 677)
00:29:36.671: Dealer 3: Auto 226 (Body: 681, Motor: 680, Accessory: 670)
00:29:36.671: Dealer 1: Auto 230 (Body: 692, Motor: 691, Accessory: 684)
00:29:36.684: Dealer 1: Auto 230 (Body: 692, Motor: 691, Accessory: 684)
00:29:36.684: Dealer 3: Auto 226 (Body: 681, Motor: 680, Accessory: 670)
00:29:36.684: Dealer 2: Auto 228 (Body: 685, Motor: 686, Accessory: 677)
00:29:37.687: Dealer 3: Auto 231 (Body: 696, Motor: 693, Accessory: 687)
00:29:37.691: Dealer 2: Auto 236 (Body: 709, Motor: 710, Accessory: 703)
00:29:37.689: Dealer 1: Auto 235 (Body: 707, Motor: 708, Accessory: 697)
00:29:37.708: Dealer 2: Auto 236 (Body: 709, Motor: 710, Accessory: 703)
00:29:37.708: Dealer 3: Auto 231 (Body: 696, Motor: 693, Accessory: 687)
00:29:37.708: Dealer 1: Auto 235 (Body: 707, Motor: 708, Accessory: 697)
00:29:38.711: Dealer 3: Auto 239 (Body: 718, Motor: 719, Accessory: 713)
00:29:38.709: Dealer 1: Auto 238 (Body: 716, Motor: 717, Accessory: 706)
00:29:38.709: Dealer 2: Auto 229 (Body: 689, Motor: 690, Accessory: 679)
00:29:38.727: Dealer 3: Auto 239 (Body: 718, Motor: 719, Accessory: 713)
00:29:38.727: Dealer 1: Auto 238 (Body: 716, Motor: 717, Accessory: 706)
00:29:38.728: Dealer 2: Auto 229 (Body: 689, Motor: 690, Accessory: 679)
00:29:39.735: Dealer 1: Auto 240 (Body: 721, Motor: 722, Accessory: 714)
00:29:39.736: Dealer 3: Auto 234 (Body: 702, Motor: 705, Accessory: 695)
00:29:39.731: Dealer 2: Auto 233 (Body: 701, Motor: 700, Accessory: 694)
00:29:39.767: Dealer 1: Auto 240 (Body: 721, Motor: 722, Accessory: 714)
00:29:39.767: Dealer 3: Auto 234 (Body: 702, Motor: 705, Accessory: 695)
00:29:39.767: Dealer 2: Auto 233 (Body: 701, Motor: 700, Accessory: 694)
00:29:40.772: Dealer 2: Auto 232 (Body: 699, Motor: 698, Accessory: 688)
00:29:40.772: Dealer 3: Auto 245 (Body: 736, Motor: 737, Accessory: 729)
00:29:40.770: Dealer 1: Auto 237 (Body: 711, Motor: 712, Accessory: 704)
00:29:40.774: Dealer 2: Auto 232 (Body: 699, Motor: 698, Accessory: 688)
00:29:40.774: Dealer 3: Auto 245 (Body: 736, Motor: 737, Accessory: 729)
00:29:40.774: Dealer 1: Auto 237 (Body: 711, Motor: 712, Accessory: 704)
00:29:41.779: Dealer 2: Auto 242 (Body: 727, Motor: 728, Accessory: 720)
00:29:41.779: Dealer 1: Auto 244 (Body: 734, Motor: 735, Accessory: 724)
00:29:41.780: Dealer 3: Auto 241 (Body: 726, Motor: 725, Accessory: 715)
00:29:41.788: Dealer 3: Auto 241 (Body: 726, Motor: 725, Accessory: 715)
00:29:41.788: Dealer 2: Auto 242 (Body: 727, Motor: 728, Accessory: 720)
00:29:41.788: Dealer 1: Auto 244 (Body: 734, Motor: 735, Accessory: 724)
00:29:42.795: Dealer 3: Auto 243 (Body: 730, Motor: 732, Accessory: 723)
00:29:42.797: Dealer 1: Auto 247 (Body: 744, Motor: 743, Accessory: 733)
00:29:42.797: Dealer 2: Auto 246 (Body: 741, Motor: 740, Accessory: 731)
00:29:42.811: Dealer 1: Auto 247 (Body: 744, Motor: 743, Accessory: 733)
00:29:42.811: Dealer 2: Auto 246 (Body: 741, Motor: 740, Accessory: 731)
00:29:42.811: Dealer 3: Auto 243 (Body: 730, Motor: 732, Accessory: 723)
00:29:43.818: Dealer 1: Auto 248 (Body: 745, Motor: 746, Accessory: 739)
00:29:43.818: Dealer 2: Auto 253 (Body: 762, Motor: 761, Accessory: 751)
00:29:43.818: Dealer 3: Auto 249 (Body: 747, Motor: 748, Accessory: 738)
00:29:43.839: Dealer 2: Auto 253 (Body: 762, Motor: 761, Accessory: 751)
00:29:43.839: Dealer 3: Auto 249 (Body: 747, Motor: 748, Accessory: 738)
00:29:43.839: Dealer 1: Auto 248 (Body: 745, Motor: 746, Accessory: 739)
00:29:44.847: Dealer 1: Auto 252 (Body: 758, Motor: 756, Accessory: 750)
00:29:44.855: Dealer 1: Auto 252 (Body: 758, Motor: 756, Accessory: 750)
00:29:44.847: Dealer 2: Auto 250 (Body: 752, Motor: 753, Accessory: 742)
00:29:44.847: Dealer 3: Auto 251 (Body: 754, Motor: 755, Accessory: 749)
00:29:44.857: Dealer 2: Auto 250 (Body: 752, Motor: 753, Accessory: 742)
00:29:44.857: Dealer 3: Auto 251 (Body: 754, Motor: 755, Accessory: 749)
00:29:45.862: Dealer 2: Auto 255 (Body: 767, Motor: 766, Accessory: 759)
00:29:45.862: Dealer 1: Auto 256 (Body: 772, Motor: 773, Accessory: 765)
00:29:45.873: Dealer 2: Auto 255 (Body: 767, Motor: 766, Accessory: 759)
00:29:45.873: Dealer 1: Auto 256 (Body: 772, Motor: 773, Accessory: 765)
00:29:45.864: Dealer 3: Auto 254 (Body: 764, Motor: 763, Accessory: 757)
00:29:45.878: Dealer 3: Auto 254 (Body: 764, Motor: 763, Accessory: 757)
00:29:46.878: Dealer 1: Auto 261 (Body: 784, Motor: 783, Accessory: 776)
00:29:46.879: Dealer 2: Auto 257 (Body: 771, Motor: 770, Accessory: 760)
00:29:46.898: Dealer 2: Auto 257 (Body: 771, Motor: 770, Accessory: 760)
00:29:46.898: Dealer 1: Auto 261 (Body: 784, Motor: 783, Accessory: 776)
00:29:46.886: Dealer 3: Auto 262 (Body: 789, Motor: 788, Accessory: 777)
00:29:46.902: Dealer 3: Auto 262 (Body: 789, Motor: 788, Accessory: 777)
00:29:47.908: Dealer 3: Auto 258 (Body: 778, Motor: 774, Accessory: 769)
00:29:47.904: Dealer 1: Auto 259 (Body: 780, Motor: 779, Accessory: 768)
00:29:47.904: Dealer 2: Auto 260 (Body: 782, Motor: 781, Accessory: 775)
00:29:47.927: Dealer 1: Auto 259 (Body: 780, Motor: 779, Accessory: 768)
00:29:47.927: Dealer 3: Auto 258 (Body: 778, Motor: 774, Accessory: 769)
00:29:47.927: Dealer 2: Auto 260 (Body: 782, Motor: 781, Accessory: 775)
00:29:48.936: Dealer 2: Auto 263 (Body: 791, Motor: 790, Accessory: 785)
00:29:48.936: Dealer 3: Auto 268 (Body: 807, Motor: 806, Accessory: 796)
00:29:48.936: Dealer 1: Auto 267 (Body: 804, Motor: 802, Accessory: 795)
00:29:48.963: Dealer 2: Auto 263 (Body: 791, Motor: 790, Accessory: 785)
00:29:48.963: Dealer 1: Auto 267 (Body: 804, Motor: 802, Accessory: 795)
00:29:48.963: Dealer 3: Auto 268 (Body: 807, Motor: 806, Accessory: 796)
00:29:49.973: Dealer 1: Auto 265 (Body: 797, Motor: 798, Accessory: 787)
00:29:49.973: Dealer 2: Auto 269 (Body: 809, Motor: 808, Accessory: 801)
00:29:49.973: Dealer 3: Auto 264 (Body: 794, Motor: 793, Accessory: 786)
00:29:49.989: Dealer 1: Auto 265 (Body: 797, Motor: 798, Accessory: 787)
00:29:49.989: Dealer 2: Auto 269 (Body: 809, Motor: 808, Accessory: 801)
00:29:49.989: Dealer 3: Auto 264 (Body: 794, Motor: 793, Accessory: 786)
00:29:50.995: Dealer 2: Auto 274 (Body: 824, Motor: 825, Accessory: 813)
00:29:50.995: Dealer 3: Auto 275 (Body: 826, Motor: 827, Accessory: 820)
00:29:51.000: Dealer 2: Auto 274 (Body: 824, Motor: 825, Accessory: 813)
00:29:51.001: Dealer 3: Auto 275 (Body: 826, Motor: 827, Accessory: 820)
00:29:50.995: Dealer 1: Auto 273 (Body: 819, Motor: 821, Accessory: 811)
00:29:51.006: Dealer 1: Auto 273 (Body: 819, Motor: 821, Accessory: 811)
00:29:52.004: Dealer 2: Auto 266 (Body: 799, Motor: 800, Accessory: 792)
00:29:52.005: Dealer 3: Auto 271 (Body: 816, Motor: 815, Accessory: 805)
00:29:52.011: Dealer 1: Auto 278 (Body: 836, Motor: 835, Accessory: 829)
00:29:52.018: Dealer 3: Auto 271 (Body: 816, Motor: 815, Accessory: 805)
00:29:52.018: Dealer 1: Auto 278 (Body: 836, Motor: 835, Accessory: 829)
00:29:52.018: Dealer 2: Auto 266 (Body: 799, Motor: 800, Accessory: 792)
00:29:53.025: Dealer 3: Auto 270 (Body: 814, Motor: 812, Accessory: 803)
00:29:53.026: Dealer 2: Auto 272 (Body: 818, Motor: 817, Accessory: 810)
00:29:53.031: Dealer 3: Auto 270 (Body: 814, Motor: 812, Accessory: 803)
00:29:53.032: Dealer 2: Auto 272 (Body: 818, Motor: 817, Accessory: 810)
00:29:53.023: Dealer 1: Auto 277 (Body: 834, Motor: 833, Accessory: 823)
00:29:53.034: Dealer 1: Auto 277 (Body: 834, Motor: 833, Accessory: 823)
00:29:54.037: Dealer 2: Auto 279 (Body: 838, Motor: 839, Accessory: 831)
00:29:54.036: Dealer 3: Auto 276 (Body: 830, Motor: 828, Accessory: 822)
00:29:54.039: Dealer 2: Auto 279 (Body: 838, Motor: 839, Accessory: 831)
00:29:54.039: Dealer 3: Auto 276 (Body: 830, Motor: 828, Accessory: 822)
00:29:54.038: Dealer 1: Auto 280 (Body: 843, Motor: 842, Accessory: 832)
00:29:54.040: Dealer 1: Auto 280 (Body: 843, Motor: 842, Accessory: 832)
00:29:55.045: Dealer 3: Auto 286 (Body: 861, Motor: 860, Accessory: 850)
00:29:55.045: Dealer 2: Auto 281 (Body: 844, Motor: 845, Accessory: 840)
00:29:55.049: Dealer 3: Auto 286 (Body: 861, Motor: 860, Accessory: 850)
00:29:55.046: Dealer 1: Auto 287 (Body: 862, Motor: 863, Accessory: 857)
00:29:55.049: Dealer 1: Auto 287 (Body: 862, Motor: 863, Accessory: 857)
00:29:55.049: Dealer 2: Auto 281 (Body: 844, Motor: 845, Accessory: 840)
00:29:56.052: Dealer 1: Auto 288 (Body: 865, Motor: 864, Accessory: 858)
00:29:56.059: Dealer 1: Auto 288 (Body: 865, Motor: 864, Accessory: 858)
00:29:56.055: Dealer 3: Auto 290 (Body: 872, Motor: 871, Accessory: 866)
00:29:56.059: Dealer 3: Auto 290 (Body: 872, Motor: 871, Accessory: 866)
00:29:56.054: Dealer 2: Auto 284 (Body: 854, Motor: 853, Accessory: 846)
00:29:56.060: Dealer 2: Auto 284 (Body: 854, Motor: 853, Accessory: 846)
00:29:57.065: Dealer 1: Auto 282 (Body: 848, Motor: 847, Accessory: 837)
00:29:57.069: Dealer 1: Auto 282 (Body: 848, Motor: 847, Accessory: 837)
00:29:57.064: Dealer 3: Auto 289 (Body: 869, Motor: 868, Accessory: 859)
00:29:57.065: Dealer 2: Auto 293 (Body: 881, Motor: 880, Accessory: 875)
00:29:57.069: Dealer 3: Auto 289 (Body: 869, Motor: 868, Accessory: 859)
00:29:57.069: Dealer 2: Auto 293 (Body: 881, Motor: 880, Accessory: 875)
00:29:58.070: Dealer 1: Auto 283 (Body: 852, Motor: 851, Accessory: 841)
00:29:58.072: Dealer 1: Auto 283 (Body: 852, Motor: 851, Accessory: 841)
00:29:58.075: Dealer 3: Auto 292 (Body: 878, Motor: 877, Accessory: 870)
00:29:58.075: Dealer 2: Auto 291 (Body: 874, Motor: 873, Accessory: 867)
00:29:58.078: Dealer 3: Auto 292 (Body: 878, Motor: 877, Accessory: 870)
00:29:58.077: Dealer 2: Auto 291 (Body: 874, Motor: 873, Accessory: 867)
00:29:59.076: Dealer 1: Auto 297 (Body: 892, Motor: 891, Accessory: 885)
00:29:59.082: Dealer 1: Auto 297 (Body: 892, Motor: 891, Accessory: 885)
00:29:59.083: Dealer 2: Auto 299 (Body: 898, Motor: 899, Accessory: 893)
00:29:59.083: Dealer 3: Auto 298 (Body: 896, Motor: 897, Accessory: 887)
00:29:59.086: Dealer 2: Auto 299 (Body: 898, Motor: 899, Accessory: 893)
00:29:59.087: Dealer 3: Auto 298 (Body: 896, Motor: 897, Accessory: 887)
00:30:00.087: Dealer 1: Auto 296 (Body: 890, Motor: 889, Accessory: 884)
00:30:00.091: Dealer 1: Auto 296 (Body: 890, Motor: 889, Accessory: 884)
00:30:00.090: Dealer 3: Auto 295 (Body: 888, Motor: 886, Accessory: 879)
00:30:00.092: Dealer 3: Auto 295 (Body: 888, Motor: 886, Accessory: 879)
00:30:00.092: Dealer 2: Auto 301 (Body: 905, Motor: 906, Accessory: 895)
00:30:00.092: Dealer 2: Auto 301 (Body: 905, Motor: 906, Accessory: 895)
00:30:01.094: Dealer 3: Auto 305 (Body: 917, Motor: 916, Accessory: 909)
00:30:01.094: Dealer 1: Auto 304 (Body: 915, Motor: 914, Accessory: 904)
00:30:01.094: Dealer 2: Auto 303 (Body: 911, Motor: 910, Accessory: 903)
00:30:01.109: Dealer 3: Auto 305 (Body: 917, Motor: 916, Accessory: 909)
00:30:01.109: Dealer 1: Auto 304 (Body: 915, Motor: 914, Accessory: 904)
00:30:01.109: Dealer 2: Auto 303 (Body: 911, Motor: 910, Accessory: 903)
00:30:02.113: Dealer 2: Auto 307 (Body: 923, Motor: 924, Accessory: 913)
00:30:02.113: Dealer 1: Auto 306 (Body: 919, Motor: 920, Accessory: 912)
00:30:02.113: Dealer 3: Auto 308 (Body: 925, Motor: 926, Accessory: 918)
00:30:02.133: Dealer 3: Auto 308 (Body: 925, Motor: 926, Accessory: 918)
00:30:02.133: Dealer 2: Auto 307 (Body: 923, Motor: 924, Accessory: 913)
00:30:02.133: Dealer 1: Auto 306 (Body: 919, Motor: 920, Accessory: 912)
00:30:03.140: Dealer 3: Auto 309 (Body: 927, Motor: 928, Accessory: 921)
00:30:03.140: Dealer 2: Auto 310 (Body: 932, Motor: 933, Accessory: 922)
00:30:03.140: Dealer 1: Auto 311 (Body: 934, Motor: 935, Accessory: 929)
00:30:03.151: Dealer 3: Auto 309 (Body: 927, Motor: 928, Accessory: 921)
00:30:03.151: Dealer 1: Auto 311 (Body: 934, Motor: 935, Accessory: 929)
